632
679
1539
114
1209
747
836
1194
716
74
132
953
492
1364
222
1069
813
721
328
253
1476
583
989
1602
1192
1441
1269
1214
1197
1472
46
19
1365
430
121
993
1113
403
705
557
1464
273
60
22
1375
1254
639
95
803
720
12
25
214
1153
1257
1492
223
737
1433
847
292
563
